DEPT,GR
351.5868,9.0409
351.7392,8.6091
351.8916,8.7265
352.044,8.9484
352.1964,8.9727
352.3488,9.273
352.5012,10.2393
352.6536,11.3213
352.806,11.888
352.9584,11.8899
353.1108,11.0783
353.2632,10.0109
353.4156,9.9705
353.568,10.1922
353.7204,9.7575
353.8728,9.0634
354.0252,8.8814
354.1776,9.3072
354.33,9.9541
354.4824,10.7418
354.6348,10.8147
354.7872,10.5667
354.9396,10.2619
355.092,10.1233
355.2444,10.7336
355.3968,11.9882
355.5492,13.2752
355.7016,14.2048
355.854,14.9583
356.0064,15.2936
356.1588,15.3458
356.3112,15.0004
356.4636,13.9675
356.616,12.2996
356.7684,10.3555
356.9208,9.4206
357.0732,10.5259
357.2256,11.6186
357.378,11.3831
357.5304,10.3562
357.6828,9.6651
357.8352,9.9887
357.9876,11.1272
358.14,12.7399
358.2924,13.609
358.4448,13.5013
358.5972,12.4616
358.7496,10.8028
358.902,9.285
359.0544,9.1403
359.2068,10.8211
359.3592,12.8392
359.5116,13.7327
359.664,13.4059
359.8164,12.5361
359.9688,11.6667
360.1212,11.2074
360.2736,11.1988
360.426,11.6472
360.5784,11.7631
360.7308,10.929
360.8832,10.5184
361.0356,10.7399
361.188,11.3307
361.3404,12.1118
361.4928,12.8461
361.6452,13.1674
361.7976,12.879
361.95,12.3252
362.1024,11.8009
362.2548,11.6671
362.4072,12.3333
362.5596,13.3343
362.712,13.4832
362.8644,13.216
363.0168,12.9071
363.1692,12.8652
363.3216,13.372
363.474,14.2969
363.6264,15.2132
363.7788,15.5177
363.9312,14.73
364.0836,13.2063
364.236,12.1654
364.3884,11.8934
364.5408,11.611
364.6932,11.1952
364.8456,11.1454
364.998,11.8152
365.1504,12.4053
365.3028,12.3912
365.4552,12.4261
365.6076,12.7663
365.76,13.2782
365.9124,13.9396
366.0648,14.5831
366.2172,14.9042
366.3696,14.8422
366.522,14.126
366.6744,12.979
366.8268,12.333
366.9792,12.8876
367.1316,14.2761
367.284,15.3721
367.4364,15.4311
367.5888,14.7532
367.7412,13.9791
367.8936,13.4237
368.046,13.1007
368.1984,12.9102
368.3508,13.0102
368.5032,13.6932
368.6556,14.5629
368.808,14.9678
368.9604,14.9165
369.1128,14.7594
369.2652,14.9392
369.4176,15.4933
369.57,15.7246
369.7224,15.3745
369.8748,14.9769
370.0272,15.0778
370.1796,15.9441
370.332,17.2509
370.4844,18.4077
370.6368,19.0958
370.7892,18.949
370.9416,17.7818
371.094,15.8772
371.2464,14.1124
371.3988,13.7122
371.5512,14.7671
371.7036,16.0929
371.856,16.681
372.0084,16.2363
372.1608,15.7267
372.3132,15.7548
372.4656,15.6364
372.618,15.1433
372.7704,14.6137
372.9228,13.9574
373.0752,12.9051
373.2276,12.0933
373.38,12.1783
373.5324,12.486
373.6848,12.0626
373.8372,10.9182
373.9896,10.3864
374.142,11.5508
374.2944,13.3355
374.4468,14.1494
374.5992,13.7702
374.7516,12.7573
374.904,12.1107
375.0564,12.5524
375.2088,13.1795
375.3612,12.8054
375.5136,11.9273
375.666,11.4277
375.8184,11.1597
375.9708,10.6703
376.1232,10.1135
376.2756,9.9436
376.428,10.3779
376.5804,11.332
376.7328,12.4007
376.8852,12.801
377.0376,12.31
377.19,11.7331
377.3424,11.6636
377.4948,11.8237
377.6472,11.6051
377.7996,11.062
377.952,10.8589
378.1044,11.2453
378.2568,11.8044
378.4092,12.0424
378.5616,11.7635
378.714,11.4717
378.8664,11.9606
379.0188,13.1587
379.1712,14.0058
379.3236,13.6583
379.476,12.6341
379.6284,12.2604
379.7808,12.8652
379.9332,13.5235
380.0856,13.6256
380.238,13.5204
380.3904,13.6033
380.5428,13.3161
380.6952,11.8855
380.8476,9.9164
381,8.9085
381.1524,9.5968
381.3048,11.2518
381.4572,12.4132
381.6096,12.6191
381.762,12.8362
381.9144,13.7694
382.0668,15.1892
382.2192,16.402
382.3716,16.8383
382.524,16.9353
382.6764,17.2442
382.8288,17.4181
382.9812,17.116
383.1336,16.3715
383.286,15.543
383.4384,15.3241
383.5908,15.884
383.7432,16.6209
383.8956,16.9865
384.048,16.8063
384.2004,16.1537
384.3528,15.2659
384.5052,14.3741
384.6576,13.5716
384.81,13.1093
384.9624,13.4177
385.1148,14.1812
385.2672,14.4433
385.4196,14.0441
385.572,13.6201
385.7244,13.5108
385.8768,13.7033
386.0292,14.2216
386.1816,14.8504
386.334,14.9922
386.4864,14.3577
386.6388,13.3679
386.7912,12.6537
386.9436,12.5044
387.096,13.0528
387.2484,14.2275
387.4008,14.9851
387.5532,14.1808
387.7056,12.2868
387.858,10.8158
388.0104,10.487
388.1628,10.8213
388.3152,11.2756
388.4676,11.8983
388.62,12.598
388.7724,12.839
388.9248,12.7473
389.0772,13.0677
389.2296,13.8564
389.382,14.833
389.5344,15.7646
389.6868,16.0674
389.8392,15.9798
389.9916,16.476
390.144,17.2589
390.2964,17.2882
390.4488,16.5514
390.6012,15.7407
390.7536,15.1525
390.906,14.7848
391.0584,14.9147
391.2108,15.784
391.3632,16.9611
391.5156,17.7429
391.668,17.9436
391.8204,17.6395
391.9728,16.7536
392.1252,15.5181
392.2776,14.5608
392.43,14.1867
392.5824,14.2053
392.7348,14.4158
392.8872,14.7547
393.0396,15.1048
393.192,15.0996
393.3444,14.5286
393.4968,13.9373
393.6492,13.6591
393.8016,13.3884
393.954,13.3102
394.1064,13.9143
394.2588,15.08
394.4112,16.2993
394.5636,17.3489
394.716,18.152
394.8684,18.2092
395.0208,17.1225
395.1732,15.3687
395.3256,13.791
395.478,12.8486
395.6304,12.5329
395.7828,12.7006
395.9352,13.1323
396.0876,13.345
396.24,13.1306
396.3924,12.9404
396.5448,13.1053
396.6972,13.3396
396.8496,13.239
397.002,12.8524
397.1544,12.6111
397.3068,12.5776
397.4592,12.4784
397.6116,12.5524
397.764,13.197
397.9164,13.9945
398.0688,14.1049
398.2212,13.6037
398.3736,13.2366
398.526,13.176
398.6784,13.2606
398.8308,13.5359
398.9832,13.6674
399.1356,13.2321
399.288,12.6567
399.4404,12.5745
399.5928,12.8911
399.7452,13.0536
399.8976,13.1158
400.05,13.1884
400.2024,12.8361
400.3548,12.2941
400.5072,12.0864
400.6596,12.4
400.812,13.3515
400.9644,14.1298
401.1168,13.8448
401.2692,13.0539
401.4216,12.6471
401.574,12.9521
401.7264,13.8386
401.8788,14.8001
402.0312,15.3368
402.1836,15.1037
402.336,14.2061
402.4884,13.0662
402.6408,11.9509
402.7932,11.1191
402.9456,10.9255
403.098,11.6488
403.2504,12.9758
403.4028,13.8104
403.5552,13.8051
403.7076,13.5714
403.86,13.674
404.0124,14.5189
404.1648,15.0014
404.3172,13.9436
404.4696,12.2095
404.622,11.2432
404.7744,12.0636
404.9268,14.1074
405.0792,15.3765
405.2316,15.0914
405.384,14.0311
405.5364,13.2916
405.6888,13.4077
405.8412,13.8944
405.9936,13.9305
406.146,13.3463
406.2984,12.1663
406.4508,11.2215
406.6032,11.8622
406.7556,13.2082
406.908,13.6034
407.0604,12.513
407.2128,10.6823
407.3652,9.8065
407.5176,10.636
407.67,12.0429
407.8224,12.5485
407.9748,12.2337
408.1272,12.235
408.2796,12.7552
408.432,12.9238
408.5844,12.4624
408.7368,11.7991
408.8892,11.4904
409.0416,11.8315
409.194,12.2632
409.3464,12.5541
409.4988,13.1021
409.6512,14.0229
409.8036,14.8215
409.956,14.84
410.1084,14.3143
410.2608,13.8449
410.4132,13.6772
410.5656,13.6674
410.718,13.3416
410.8704,12.692
411.0228,12.6075
411.1752,13.3129
411.3276,13.8511
411.48,13.6347
411.6324,13.032
411.7848,12.4867
411.9372,11.8828
412.0896,11.6588
412.242,12.0547
412.3944,12.7094
412.5468,13.2338
412.6992,13.4964
412.8516,13.5149
413.004,14.1211
413.1564,15.5086
413.3088,17.0052
413.4612,18.2841
413.6136,18.6332
413.766,17.864
413.9184,16.7557
414.0708,16.0113
414.2232,16.1835
414.3756,16.5735
414.528,16.181
414.6804,15.1676
414.8328,14.9807
414.9852,15.3229
415.1376,15.0432
415.29,14.192
415.4424,13.2407
415.5948,12.4617
415.7472,11.991
415.8996,11.6734
416.052,11.5886
416.2044,11.3812
416.3568,11.1028
416.5092,11.6454
416.6616,12.8163
416.814,13.6386
416.9664,14.014
417.1188,14.0958
417.2712,13.8597
417.4236,13.428
417.576,12.9
417.7284,12.2142
417.8808,11.9314
418.0332,12.4212
418.1856,12.9705
418.338,12.8704
418.4904,12.297
418.6428,11.6353
418.7952,11.256
418.9476,11.4337
419.1,11.9438
419.2524,12.5348
419.4048,12.7696
419.5572,12.7632
419.7096,13.1042
419.862,13.4983
420.0144,13.5507
420.1668,13.0353
420.3192,12.0651
420.4716,10.9514
420.624,10.3835
420.7764,10.5455
420.9288,10.9283
421.0812,10.8811
421.2336,10.5227
421.386,10.7056
421.5384,11.3807
421.6908,11.8306
421.8432,11.5293
421.9956,11.3081
422.148,11.8289
422.3004,12.3022
422.4528,12.0902
422.6052,11.3764
422.7576,10.7352
422.91,10.4066
423.0624,10.6967
423.2148,11.1724
423.3672,11.472
423.5196,11.9078
423.672,12.2464
423.8244,11.9969
423.9768,11.8775
424.1292,12.221
424.2816,12.5706
424.434,12.7233
424.5864,12.3872
424.7388,12.0964
424.8912,12.3487
425.0436,12.9207
425.196,13.371
425.3484,13.6249
425.5008,13.6239
425.6532,13.3452
425.8056,13.3038
425.958,13.6545
426.1104,14.1618
426.2628,14.3112
426.4152,13.9917
426.5676,14.0511
426.72,14.3591
426.8724,14.7885
427.0248,14.7356
427.1772,13.8274
427.3296,12.6877
427.482,12.0555
427.6344,12.1999
427.7868,12.7391
427.9392,12.8771
428.0916,12.4849
428.244,12.0092
428.3964,11.797
428.5488,12.2126
428.7012,13.1007
428.8536,13.3607
429.006,12.8292
429.1584,12.0536
429.3108,11.7273
429.4632,12.3002
429.6156,12.9756
429.768,12.8736
429.9204,12.3302
430.0728,11.8704
430.2252,12.0066
430.3776,12.52
430.53,12.6637
430.6824,12.2424
430.8348,11.486
430.9872,11.517
431.1396,11.7184
431.292,11.4233
431.4444,10.7027
431.5968,10.5538
431.7492,10.9382
431.9016,11.6442
432.054,12.3564
432.2064,12.9067
432.3588,12.9889
432.5112,12.5987
432.6636,12.096
432.816,11.8176
432.9684,12.1039
433.1208,12.9903
433.2732,13.7539
433.4256,13.9222
433.578,13.6323
433.7304,13.0886
433.8828,12.3
434.0352,11.4449
434.1876,10.583
434.34,10.4551
434.4924,11.2411
434.6448,12.5438
434.7972,13.6197
434.9496,14.5978
435.102,14.6154
435.2544,13.7533
435.4068,12.7396
435.5592,11.917
435.7116,11.2816
435.864,11.0174
436.0164,11.5918
436.1688,12.5603
436.3212,13.7021
436.4736,13.5263
436.626,12.601
436.7784,12.3505
436.9308,12.9034
437.0832,13.3112
437.2356,12.611
437.388,11.3442
437.5404,10.3341
437.6928,10.2643
437.8452,11.0352
437.9976,12.0375
438.15,12.3924
438.3024,12.2411
438.4548,12.1704
438.6072,11.9984
438.7596,11.2962
438.912,10.6101
439.0644,10.8199
439.2168,11.6067
439.3692,12.4142
439.5216,13.0428
439.674,13.2771
439.8264,13.0302
439.9788,12.3269
440.1312,11.8479
440.2836,11.8475
440.436,11.4797
440.5884,10.971
440.7408,11.4695
440.8932,13.0356
441.0456,13.3523
441.198,12.5204
441.3504,11.5002
441.5028,10.5941
441.6552,10.0911
441.8076,9.7822
441.96,9.8401
442.1124,10.2521
442.2648,10.7955
442.4172,11.2102
442.5696,11.1797
442.722,10.8366
442.8744,10.4328
443.0268,10.1238
443.1792,9.8245
443.3316,9.8622
443.484,10.5127
443.6364,11.3671
443.7888,11.4729
443.9412,10.8209
444.0936,9.9689
444.246,9.4089
444.3984,9.3439
444.5508,10.3208
444.7032,12.1636
444.8556,13.7882
445.008,14.9264
445.1604,14.6979
445.3128,12.858
445.4652,12.0953
445.6176,12.389
445.77,12.2233
445.9224,11.1067
446.0748,10.8969
446.2272,11.2179
446.3796,11.1907
446.532,10.6857
446.6844,10.1936
446.8368,9.7948
446.9892,9.8548
447.1416,10.1883
447.294,11.1426
447.4464,12.9183
447.5988,14.2941
447.7512,14.4917
447.9036,13.8431
448.056,12.7773
448.2084,11.7295
448.3608,10.8739
448.5132,10.2973
448.6656,10.0675
448.818,10.0341
448.9704,10.0222
449.1228,10.0817
449.2752,10.2771
449.4276,10.384
449.58,10.3927
449.7324,10.3113
449.8848,10.2483
450.0372,10.3823
450.1896,10.7784
450.342,11.7367
450.4944,12.7991
450.6468,13.5022
450.7992,13.5515
450.9516,12.2033
451.104,11.2712
451.2564,11.4644
451.4088,11.543
451.5612,11.0696
451.7136,10.4163
451.866,10.1426
452.0184,9.9915
452.1708,9.3881
452.3232,8.5344
452.4756,8.2986
452.628,8.7759
452.7804,9.6537
452.9328,10.3292
453.0852,10.6192
453.2376,10.5824
453.39,10.5492
453.5424,10.1394
453.6948,9.9074
453.8472,10.9318
453.9996,12.1972
454.152,12.3804
454.3044,12.7041
454.4568,13.6863
454.6092,14.0963
454.7616,13.6512
454.914,12.8973
455.0664,12.2459
455.2188,10.8578
455.3712,11.1513
455.5236,12.768
455.676,14.1217
455.8284,14.2095
455.9808,13.4129
456.1332,11.8901
456.2856,10.3376
456.438,10.1141
456.5904,11.2083
456.7428,12.1023
456.8952,12.5091
457.0476,13.0002
457.2,13.2657
457.3524,13.2426
457.5048,12.9626
457.6572,12.6499
457.8096,12.0852
457.962,10.992
458.1144,10.3911
458.2668,11.1613
458.4192,12.0468
458.5716,12.3163
458.724,12.2599
458.8764,12.0413
459.0288,11.887
459.1812,11.984
459.3336,12.3524
459.486,12.6894
459.6384,12.911
459.7908,12.8451
459.9432,12.6968
460.0956,11.8011
460.248,13.0101
460.4004,14.3279
460.5528,14.2518
460.7052,14.1131
460.8576,14.1608
461.01,13.7595
461.1624,12.9177
461.3148,13.1612
461.4672,13.7576
461.6196,13.5196
461.772,12.7265
461.9244,12.8955
462.0768,13.7511
462.2292,13.9574
462.3816,13.3506
462.534,11.9953
462.6864,10.9929
462.8388,11.5811
462.9912,13.0648
463.1436,14.6266
463.296,15.3779
463.4484,14.8295
463.6008,13.7771
463.7532,12.6846
463.9056,11.9022
464.058,11.4969
464.2104,11.9039
464.3628,13.3274
464.5152,14.6027
464.6676,14.8734
464.82,14.3772
464.9724,13.3561
465.1248,11.8482
465.2772,10.9268
465.4296,11.0691
465.582,11.2926
465.7344,11.1219
465.8868,10.6429
466.0392,10.9679
466.1916,12.0867
466.344,12.9202
466.4964,13.2081
466.6488,12.8621
466.8012,11.897
466.9536,10.6828
467.106,9.8154
467.2584,9.5817
467.4108,10.2561
467.5632,11.4722
467.7156,12.2634
467.868,12.3194
468.0204,12.4898
468.1728,12.488
468.3252,11.8564
468.4776,10.888
468.63,10.2819
468.7824,10.4697
468.9348,11.2257
469.0872,11.9717
469.2396,12.133
469.392,12.6533
469.5444,13.9841
469.6968,15.0504
469.8492,14.8873
470.0016,13.75
470.154,12.2675
470.3064,11.0601
470.4588,11.0677
470.6112,11.6963
470.7636,11.9612
470.916,11.5825
471.0684,10.8856
471.2208,10.3485
471.3732,10.258
471.5256,10.8252
471.678,11.3809
471.8304,11.5264
471.9828,11.579
472.1352,12.0503
472.2876,12.9782
472.44,13.4799
472.5924,13.1754
472.7448,12.4733
472.8972,11.6138
473.0496,10.6677
473.202,10.4603
473.3544,11.4975
473.5068,12.8832
473.6592,13.5883
473.8116,13.3983
473.964,12.8171
474.1164,12.7501
474.2688,13.3818
474.4212,14.3205
474.5736,14.6425
474.726,14.0442
474.8784,13.2646
475.0308,13.0027
475.1832,13.199
475.3356,13.2156
475.488,12.9362
475.6404,12.4051
475.7928,11.4767
475.9452,11.3123
476.0976,12.1521
476.25,13.223
476.4024,14.2719
476.5548,14.7987
476.7072,14.5793
476.8596,14.2686
477.012,14.4094
477.1644,14.5708
477.3168,14.0154
477.4692,12.1751
477.6216,13.3251
477.774,15.3125
477.9264,15.7392
478.0788,16.1062
478.2312,16.7869
478.3836,17.6924
478.536,18.2086
478.6884,17.9457
478.8408,17.4406
478.9932,17.1308
479.1456,17.1719
479.298,17.3453
479.4504,17.5407
479.6028,17.4636
479.7552,16.6762
479.9076,15.9467
480.06,15.7245
480.2124,15.3426
480.3648,14.6126
480.5172,13.9425
480.6696,13.55
480.822,13.3487
480.9744,13.1149
481.1268,12.7716
481.2792,12.3932
481.4316,12.1346
481.584,12.0145
481.7364,11.8971
481.8888,11.812
482.0412,11.5669
482.1936,10.9832
482.346,10.4999
482.4984,10.7461
482.6508,11.2838
482.8032,11.2431
482.9556,10.6968
483.108,10.1116
483.2604,9.6747
483.4128,9.5199
483.5652,9.6465
483.7176,10.1956
483.87,11.4036
484.0224,12.8524
484.1748,14.113
484.3272,14.9492
484.4796,15.0051
484.632,14.7872
484.7844,15.1184
484.9368,15.6206
485.0892,15.4419
485.2416,14.7271
485.394,14.2747
485.5464,14.2728
485.6988,14.627
485.8512,15.1926
486.0036,15.5504
486.156,15.6446
486.3084,15.6938
486.4608,15.9031
486.6132,16.3975
486.7656,17.0149
486.918,17.4763
487.0704,17.7392
487.2228,17.8551
487.3752,17.5982
487.5276,16.8545
487.68,16.2676
487.8324,16.254
487.9848,16.4911
488.1372,16.751
488.2896,16.7353
488.442,16.4397
488.5944,16.0271
488.7468,15.4299
488.8992,14.9155
489.0516,14.7941
489.204,15.1437
489.3564,15.7855
489.5088,16.0861
489.6612,15.8098
489.8136,15.4385
489.966,15.2489
490.1184,15.3439
490.2708,15.6093
490.4232,16.0747
490.5756,16.7897
490.728,17.5686
490.8804,18.5337
491.0328,19.5202
491.1852,19.9061
491.3376,19.2759
491.49,18.2266
491.6424,17.4299
491.7948,16.937
491.9472,16.6064
492.0996,16.4311
492.252,16.4548
492.4044,16.6871
492.5568,17.2624
492.7092,18.2141
492.8616,19.2133
493.014,19.7124
493.1664,19.6279
493.3188,19.0498
493.4712,18.1449
493.6236,17.2998
493.776,16.8669
493.9284,16.8757
494.0808,17.252
494.2332,17.8512
494.3856,18.4632
494.538,18.9585
494.6904,19.1543
494.8428,18.7428
494.9952,17.9601
495.1476,17.2533
495.3,16.9926
495.4524,17.2808
495.6048,17.526
495.7572,17.2718
495.9096,16.6068
496.062,16.171
496.2144,16.4013
496.3668,16.8283
496.5192,17.2666
496.6716,17.6179
496.824,17.8233
496.9764,17.9476
497.1288,18.0242
497.2812,18.0461
497.4336,18.0298
497.586,17.9659
497.7384,17.8706
497.8908,17.71
498.0432,17.5395
498.1956,17.3614
498.348,17.2586
498.5004,17.5373
498.6528,18.2595
498.8052,18.961
498.9576,19.4229
499.11,19.3652
499.2624,18.9942
499.4148,18.7823
499.5672,18.7652
499.7196,18.9717
499.872,19.5091
500.0244,20.1862
500.1768,20.1519
500.3292,19.8922
500.4816,19.8569
500.634,19.9755
500.7864,20.2509
500.9388,20.7338
501.0912,21.2259
501.2436,21.5738
501.396,21.7689
501.5484,21.7022
501.7008,21.493
501.8532,21.2457
502.0056,21.1239
502.158,21.0896
502.3104,21.1335
502.4628,21.1934
502.6152,21.1286
502.7676,21.0064
502.92,20.8893
503.0724,20.7955
503.2248,20.7076
503.3772,20.413
503.5296,19.6643
503.682,19.1989
503.8344,19.4597
503.9868,20.2949
504.1392,21.4618
504.2916,22.4597
504.444,23.296
504.5964,23.9089
504.7488,24.1105
504.9012,24.0962
505.0536,23.7962
505.206,23.266
505.3584,23.1194
505.5108,23.4422
505.6632,23.4686
505.8156,23.0961
505.968,22.8528
506.1204,22.9335
506.2728,23.3579
506.4252,23.8045
506.5776,24.0029
506.73,23.891
506.8824,23.4986
507.0348,23.045
507.1872,22.6559
507.3396,22.5748
507.492,22.8122
507.6444,23.1659
507.7968,23.1151
507.9492,22.3409
508.1016,21.7033
508.254,21.0793
508.4064,20.4881
508.5588,20.172
508.7112,20.0123
508.8636,20.2
509.016,20.7402
509.1684,21.5132
509.3208,22.1573
509.4732,22.2255
509.6256,21.7654
509.778,21.4997
509.9304,21.5356
510.0828,21.9541
510.2352,22.3546
510.3876,22.7079
510.54,22.7799
510.6924,22.6562
510.8448,22.3884
510.9972,22.0041
511.1496,21.5549
511.302,21.0701
511.4544,20.9508
511.6068,20.9723
511.7592,20.9856
511.9116,20.6558
512.064,20.3245
512.2164,19.9738
512.3688,19.8795
512.5212,20.2455
512.6736,20.7666
512.826,21.336
512.9784,21.8071
513.1308,22.1939
513.2832,22.5819
513.4356,22.4041
513.588,21.9896
513.7404,22.0131
513.8928,22.4864
514.0452,22.7275
514.1976,22.1662
514.35,21.217
514.5024,20.4701
514.6548,20.1713
514.8072,20.2522
514.9596,20.7553
515.112,21.5813
515.2644,22.0788
515.4168,21.789
515.5692,21.4891
515.7216,21.6674
515.874,22.0367
516.0264,22.0815
516.1788,21.8753
516.3312,21.5135
516.4836,21.0398
516.636,20.8464
516.7884,20.8607
516.9408,21.3934
517.0932,22.2025
517.2456,23.0915
517.398,23.5429
517.5504,23.419
517.7028,23.0597
517.8552,22.2366
518.0076,21.2791
518.16,20.4267
518.3124,19.5961
518.4648,19.0869
518.6172,19.168
518.7696,19.4812
518.922,19.0454
519.0744,18.2338
519.2268,17.6442
519.3792,17.3916
519.5316,17.5007
519.684,17.9799
519.8364,17.9795
519.9888,17.8819
520.1412,18.2465
520.2936,18.7587
520.446,19.3944
520.5984,19.7386
520.7508,19.6024
520.9032,19.0969
521.0556,18.6869
521.208,18.5436
521.3604,18.7917
521.5128,19.204
521.6652,19.7435
521.8176,19.9388
521.97,20.0193
522.1224,20.3652
522.2748,21.2994
522.4272,21.5964
522.5796,21.276
522.732,20.7028
522.8844,20.2425
523.0368,20.0872
523.1892,20.3091
523.3416,20.6732
523.494,21.0393
523.6464,21.3802
523.7988,21.2633
523.9512,20.8347
524.1036,20.2993
524.256,20.0537
524.4084,20.2926
524.5608,20.642
524.7132,21.261
524.8656,21.9753
525.018,22.4623
525.1704,22.5772
525.3228,22.7085
525.4752,23.0148
525.6276,23.5658
525.78,23.6911
525.9324,23.2059
526.0848,22.6156
526.2372,22.05
526.3896,21.6136
526.542,21.5605
526.6944,21.4524
526.8468,20.8865
526.9992,20.3644
527.1516,20.0194
527.304,20.1185
527.4564,20.4506
527.6088,20.6902
527.7612,20.5631
527.9136,20.1302
528.066,19.6824
528.2184,19.3166
528.3708,19.3756
528.5232,20.0414
528.6756,20.4071
528.828,20.3728
528.9804,20.2975
529.1328,20.3325
529.2852,21.4803
529.4376,22.3147
529.59,22.7742
529.7424,22.4078
529.8948,21.6417
530.0472,21.5322
530.1996,22.0443
530.352,22.0884
530.5044,22.0506
530.6568,22.5229
530.8092,22.7822
530.9616,22.7089
531.114,22.3538
531.2664,21.6311
531.4188,21.129
531.5712,20.815
531.7236,20.7498
531.876,20.8219
532.0284,20.9142
532.1808,21.2648
532.3332,21.7181
532.4856,22.2073
532.638,22.2993
532.7904,22.1351
532.9428,21.8856
533.0952,21.7405
533.2476,21.8253
533.4,22.0409
533.5524,22.1194
533.7048,22.7124
533.8572,23.6306
534.0096,24.1458
534.162,23.8508
534.3144,23.4211
534.4668,23.4458
534.6192,23.8047
534.7716,24.4035
534.924,24.6033
535.0764,24.1246
535.2288,23.3091
535.3812,22.346
535.5336,21.9339
535.686,22.0082
535.8384,22.6223
535.9908,23.4495
536.1432,23.5327
536.2956,23.1161
536.448,22.718
536.6004,22.9844
536.7528,23.9049
536.9052,24.6946
537.0576,24.8711
537.21,24.6926
537.3624,24.6002
537.5148,25.1951
537.6672,26.0938
537.8196,26.6052
537.972,26.664
538.1244,26.7715
538.2768,27.5263
538.4292,27.7023
538.5816,26.9128
538.734,26.287
538.8864,26.2646
539.0388,26.4697
539.1912,25.9694
539.3436,25.6982
539.496,26.4999
539.6484,26.764
539.8008,26.2213
539.9532,25.3012
540.1056,24.0951
540.258,23.2045
540.4104,23.0058
540.5628,23.3743
540.7152,24.1684
540.8676,25.069
541.02,25.9943
541.1724,26.5048
541.3248,26.1228
541.4772,25.6945
541.6296,26.4032
541.782,27.3788
541.9344,27.4545
542.0868,26.9609
542.2392,26.242
542.3916,25.8491
542.544,26.1297
542.6964,26.8273
542.8488,27.3018
543.0012,27.0984
543.1536,26.2584
543.306,25.5467
543.4584,25.1749
543.6108,25.8438
543.7632,27.3456
543.9156,28.6226
544.068,29.2839
544.2204,29.6046
544.3728,29.7514
544.5252,29.8063
544.6776,29.8912
544.83,29.6936
544.9824,29.0786
545.1348,28.7507
545.2872,28.7453
545.4396,28.807
545.592,29.1811
545.7444,29.886
545.8968,30.7497
546.0492,31.8183
546.2016,32.3338
546.354,31.6078
546.5064,30.0859
546.6588,28.5605
546.8112,27.3921
546.9636,26.7748
547.116,26.7213
547.2684,27.3787
547.4208,28.1295
547.5732,28.4013
547.7256,28.2145
547.878,27.7278
548.0304,26.9943
548.1828,26.3059
548.3352,25.8641
548.4876,25.7844
548.64,26.0017
548.7924,26.4022
548.9448,26.8796
549.0972,27.3703
549.2496,27.8794
549.402,28.3062
549.5544,28.7249
549.7068,28.8171
